nmun,desciel,dh,dirvienc,dirvieng,dpt,dsem,hloc,hr,ides,idmun,lat,lon,nes,nhor,prec,probprec,raf,temp,velvien
Sucilá,Cielo nublado,6,Este,100.16,29.58,Lunes,2023-09-11 14:00:00,36.96,31,70,21.1562,-88.3139,Yucatán,114, 0.00,95.00,11.73,37.33, 7.16
Sudzal,Cielo nublado,6,Este,85.56,29.40,Lunes,2023-09-11 14:00:00,34.80,31,71,20.8721,-88.9888,Yucatán,114, 0.00,95.00,10.93,37.61,10.23
Sultepec,Cielo cubierto,6,Suroeste,233.63,20.50,Lunes,2023-09-11 14:00:00,76.21,15,80,18.8585,-99.9664,Estado de México,114, 1.00, 0.00, 6.76,22.43, 5.40
Suma,Cielo nublado,6,Este,68.36,29.80,Lunes,2023-09-11 14:00:00,39.74,31,72,21.0865,-89.1483,Yucatán,114, 0.03,66.67,12.59,36.98,11.57
Sunuapa,Cielo nublado,6,Este,81.15,27.22,Lunes,2023-09-11 14:00:00,75.15,7,88,17.4894,-93.2432,Chiapas,114, 0.37,95.00, 5.92,29.35, 3.69
Susticacán,Despejado,6,Noreste,55.69,15.73,Lunes,2023-09-11 14:00:00,22.09,32,43,22.6111,-103.0997,Zacatecas,114, 0.00, 0.00,18.54,26.43,15.92
Susupuato,Poco nuboso,6,Suroeste,227.24,20.87,Lunes,2023-09-11 14:00:00,57.78,16,81,19.2152,-100.4083,Michoacán de Ocampo,114, 0.25, 0.00, 8.87,24.81, 8.23
Sáric,Cielo nublado,7,Suroeste,221.18,24.30,Lunes,2023-09-11 14:00:00,22.29,26,60,31.1027,-111.3791,Sonora,114, 0.00, 0.00,20.66,35.68,17.05
Súchil,Despejado,6,Sur,158.39,12.79,Lunes,2023-09-11 14:00:00,21.29,10,33,23.6222,-103.9219,Durango,114, 0.00, 0.00,17.09,23.51,11.95
Tabasco,Despejado,6,Suroeste,202.73,17.35,Lunes,2023-09-11 14:00:00,24.94,32,44,21.8653,-102.9131,Zacatecas,114, 0.00, 0.00,21.60,27.29, 9.42
Tacotalpa,Cielo nublado,6,Sur,202.21,26.65,Lunes,2023-09-11 14:00:00,65.72,27,15,17.5918,-92.8263,Tabasco,114, 0.32,95.00,10.12,29.79, 6.96
Tacámbaro,Despejado,6,Sureste,152.53,20.59,Lunes,2023-09-11 14:00:00,61.73,16,82,19.2355,-101.4573,Michoacán de Ocampo,114, 0.42, 0.00,10.99,24.06, 9.43
Tahdziú,Cielo nublado,6,Este,90.75,29.39,Lunes,2023-09-11 14:00:00,34.43,31,73,20.2038,-88.9449,Yucatán,114, 0.00,95.00,10.10,37.69, 6.53
Tahmek,Medio nublado,6,Sureste,118.41,30.20,Lunes,2023-09-11 14:00:00,35.81,31,74,20.8755,-89.2558,Yucatán,114, 0.00,95.00, 8.41,38.23, 3.91
Tala,Despejado,6,Oeste,251.66,21.68,Lunes,2023-09-11 14:00:00,27.17,14,83,20.6525,-103.7028,Jalisco,114, 0.00, 0.00,12.64,31.30, 4.18
Talpa de Allende,Poco nuboso,6,Suroeste,231.70,27.50,Lunes,2023-09-11 14:00:00,68.72,14,84,20.3814,-104.8181,Jalisco,114, 1.40,23.06,11.80,30.37, 8.68
Tamalín,Despejado,6,Este,84.29,27.02,Lunes,2023-09-11 14:00:00,58.69,30,150,21.3379,-97.8132,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,22.65,31.13,18.94
Tamasopo,Despejado,6,Este,84.11,23.67,Lunes,2023-09-11 14:00:00,29.14,24,36,21.9239,-99.3922,San Luis Potosí,114, 0.00, 0.00,19.50,32.90,14.65
Tamazula,Poco nuboso,6,Suroeste,239.48,25.46,Lunes,2023-09-11 14:00:00,50.68,10,34,24.9703,-106.9666,Durango,114, 0.90,10.19,13.02,30.61,11.42
Tamazula de Gordiano,Despejado,6,Sureste,154.06,22.90,Lunes,2023-09-11 14:00:00,45.07,14,85,19.6764,-103.2500,Jalisco,114, 0.36, 0.00,12.38,28.78, 7.31
Tamazulápam del Espíritu Santo,Medio nublado,6,Noreste,45.75,21.78,Lunes,2023-09-11 14:00:00,65.56,20,31,17.0544,-96.0651,Oaxaca,114, 0.65, 0.00, 9.23,24.83, 7.83
Tamazunchale,Despejado,6,Este,74.33,26.19,Lunes,2023-09-11 14:00:00,32.51,24,37,21.2627,-98.7915,San Luis Potosí,114, 0.00, 0.00,10.53,34.74, 8.81
Tamiahua,Despejado,6,Este,91.40,26.72,Lunes,2023-09-11 14:00:00,57.06,30,151,21.2797,-97.4465,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,19.92,31.13,19.10
Tampacán,Despejado,6,Este,110.11,27.84,Lunes,2023-09-11 14:00:00,30.26,24,38,21.4023,-98.7277,San Luis Potosí,114, 0.00, 0.00, 8.39,37.07, 6.56
Tampamolón Corona,Despejado,6,Sureste,121.95,27.99,Lunes,2023-09-11 14:00:00,29.98,24,39,21.5604,-98.8151,San Luis Potosí,114, 0.00, 0.00, 9.65,37.30, 7.02
Tampico,Medio nublado,6,Este,100.45,26.10,Lunes,2023-09-11 14:00:00,53.32,28,38,22.2161,-97.8584,Tamaulipas,114, 0.00, 0.00,22.02,30.83,16.57
Tampico Alto,Despejado,6,Este,91.28,26.39,Lunes,2023-09-11 14:00:00,53.01,30,152,22.1132,-97.8016,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,22.02,31.45,19.31
Tamuín,Despejado,6,Este,94.77,26.87,Lunes,2023-09-11 14:00:00,29.30,24,40,22.0041,-98.7752,San Luis Potosí,114, 0.00, 0.00,12.84,36.29,12.36
Tancanhuitz,Despejado,6,Este,101.98,25.71,Lunes,2023-09-11 14:00:00,32.30,24,12,21.5973,-98.9664,San Luis Potosí,114, 0.00, 0.00,11.52,34.28,10.15
Tancoco,Despejado,6,Este,88.78,27.84,Lunes,2023-09-11 14:00:00,34.63,30,153,21.2865,-97.7912,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,17.29,36.00,12.16
Tancítaro,Medio nublado,6,Suroeste,207.51,22.69,Lunes,2023-09-11 14:00:00,68.51,16,83,19.3375,-102.3630,Michoacán de Ocampo,114, 0.50,20.42,12.67,25.45, 6.81
Tanetze de Zaragoza,Cielo nublado,6,Noreste,40.32,21.15,Lunes,2023-09-11 14:00:00,61.35,20,541,17.3767,-96.3022,Oaxaca,114, 0.68, 0.00, 8.82,24.66, 8.00
Tangamandapio,Despejado,6,Oeste,287.81,21.18,Lunes,2023-09-11 14:00:00,34.22,16,84,19.9540,-102.4328,Michoacán de Ocampo,114, 0.01, 0.00,15.90,29.04, 6.11
Tangancícuaro,Despejado,6,Suroeste,205.05,19.23,Lunes,2023-09-11 14:00:00,31.27,16,85,19.8882,-102.2085,Michoacán de Ocampo,114, 0.03, 0.00,14.90,27.63, 8.13
Tanhuato,Despejado,6,Sur,162.67,22.26,Lunes,2023-09-11 14:00:00,21.56,16,86,20.2838,-102.3276,Michoacán de Ocampo,114, 0.00, 0.00,15.36,33.72, 5.58
Taniche,Cielo cubierto,6,Este,88.05,21.62,Lunes,2023-09-11 14:00:00,48.60,20,542,16.5670,-96.7536,Oaxaca,114, 0.20, 0.00,10.15,26.86, 6.13
Tanlajás,Despejado,6,Este,93.36,27.36,Lunes,2023-09-11 14:00:00,28.45,24,41,21.6657,-98.8881,San Luis Potosí,114, 0.00, 0.00,12.31,37.05,11.79
Tanquián de Escobedo,Poco nuboso,6,Este,100.28,28.33,Lunes,2023-09-11 14:00:00,27.85,24,42,21.5981,-98.6621,San Luis Potosí,114, 0.00, 0.00,10.37,38.26, 9.24
Tantima,Despejado,6,Este,80.26,27.93,Lunes,2023-09-11 14:00:00,44.65,30,154,21.3296,-97.8333,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,22.45,34.21,17.65
Tantoyuca,Despejado,6,Este,92.10,28.74,Lunes,2023-09-11 14:00:00,27.85,30,155,21.3518,-98.2299,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,12.63,38.71,12.06
Tapachula,Cielo nublado,6,Suroeste,228.40,28.86,Lunes,2023-09-11 14:00:00,74.31,7,89,14.9111,-92.2643,Chiapas,114, 2.50,87.34, 8.85,31.15, 8.58
Tapalapa,Cielo nublado,6,Noroeste,332.57,23.54,Lunes,2023-09-11 14:00:00,79.77,7,90,17.1900,-93.1046,Chiapas,114, 1.20,95.00, 7.42,25.19, 7.35
Tapalpa,Despejado,6,Sureste,143.59,18.92,Lunes,2023-09-11 14:00:00,39.77,14,86,19.9456,-103.7542,Jalisco,114, 0.09, 0.00,14.10,25.54, 5.26
Tapilula,Cielo nublado,6,Norte,357.50,22.19,Lunes,2023-09-11 14:00:00,82.20,7,91,17.2484,-93.0163,Chiapas,114, 1.08,95.00, 7.60,23.60, 7.60
Tarandacuao,Despejado,6,Noreste,54.44,16.37,Lunes,2023-09-11 14:00:00,26.57,11,38,20.0040,-100.5163,Guanajuato,114, 0.00, 0.00,14.40,25.76,10.70
Taretan,Despejado,6,Sur,191.56,20.44,Lunes,2023-09-11 14:00:00,65.39,16,87,19.3346,-101.9179,Michoacán de Ocampo,114, 0.50, 0.00, 9.30,23.48, 7.83
Tarimoro,Despejado,6,Noreste,65.29,18.85,Lunes,2023-09-11 14:00:00,24.89,11,39,20.2885,-100.7559,Guanajuato,114, 0.00, 0.00,15.03,28.92, 9.02
Tarímbaro,Despejado,6,Sureste,119.85,19.54,Lunes,2023-09-11 14:00:00,38.01,16,88,19.7957,-101.1764,Michoacán de Ocampo,114, 0.00, 0.00,11.17,26.51, 4.77
Tasquillo,Despejado,6,Noreste,47.55,15.78,Lunes,2023-09-11 14:00:00,23.45,13,58,20.5517,-99.3124,Hidalgo,114, 0.00, 0.00,17.23,26.04,16.00
Tatahuicapan de Juárez,Cielo nublado,6,Sureste,135.02,24.82,Lunes,2023-09-11 14:00:00,67.53,30,209,18.2464,-94.7602,Veracruz de Ignacio de la Llave,114, 0.85,93.50,11.92,27.72,10.92
Tataltepec de Valdés,Cielo cubierto,6,Suroeste,245.25,26.32,Lunes,2023-09-11 14:00:00,66.84,20,543,16.3064,-97.5461,Oaxaca,114, 1.50,95.00, 7.54,29.34, 5.34
Tatatila,Cielo cubierto,6,Noreste,34.08,18.45,Lunes,2023-09-11 14:00:00,55.30,30,156,19.6935,-97.1121,Veracruz de Ignacio de la Llave,114, 0.12, 0.00,11.47,22.63, 8.76
Taxco de Alarcón,Cielo cubierto,6,Sur,172.04,22.59,Lunes,2023-09-11 14:00:00,63.44,12,55,18.5574,-99.6046,Guerrero,114, 0.31, 0.00, 5.92,25.90, 5.59
Teabo,Cielo nublado,6,Este,85.43,29.18,Lunes,2023-09-11 14:00:00,37.11,31,75,20.4004,-89.2849,Yucatán,114, 0.00,95.00, 8.97,36.87, 6.37
Teapa,Cielo cubierto,6,Oeste,261.68,27.87,Lunes,2023-09-11 14:00:00,68.36,27,16,17.5483,-92.9530,Tabasco,114, 0.30,75.77,11.36,30.74, 5.88
Tecali de Herrera,Medio nublado,6,Sur,186.08,16.25,Lunes,2023-09-11 14:00:00,32.32,21,153,18.9010,-97.9691,Puebla,114, 0.00, 0.00,11.58,24.20, 8.61
Tecalitlán,Medio nublado,6,Suroeste,232.02,24.75,Lunes,2023-09-11 14:00:00,66.71,14,87,19.4694,-103.3067,Jalisco,114, 0.62, 0.00, 7.19,27.76, 6.24
Tecamachalco,Cielo nublado,6,Sur,169.20,17.15,Lunes,2023-09-11 14:00:00,31.82,21,154,18.8847,-97.7284,Puebla,114, 0.05, 0.00, 9.92,25.28, 7.67
Tecate,Medio nublado,7,Oeste,249.67,22.03,Lunes,2023-09-11 14:00:00,22.15,2,3,32.5727,-116.6266,Baja California,114, 0.00, 0.00,34.09,33.30,23.66
Techaluta de Montenegro,Despejado,6,Noreste,46.69,19.20,Lunes,2023-09-11 14:00:00,32.73,14,89,20.0742,-103.5517,Jalisco,114, 0.01, 0.00,13.24,27.24, 7.94
Tecoanapa,Cielo cubierto,6,Suroeste,231.58,26.12,Lunes,2023-09-11 14:00:00,56.51,12,56,16.9889,-99.2609,Guerrero,114, 0.14, 0.00,10.18,30.39, 6.78
Tecoh,Medio nublado,6,Noreste,52.02,29.88,Lunes,2023-09-11 14:00:00,40.11,31,76,20.7417,-89.4743,Yucatán,114, 0.00,95.00, 8.70,36.98, 3.75
Tecolotlán,Despejado,6,Noreste,49.31,20.43,Lunes,2023-09-11 14:00:00,32.80,14,88,20.2036,-104.0450,Jalisco,114, 0.00, 0.00,14.10,28.55, 6.47
Tecolutla,Poco nuboso,6,Noreste,64.81,26.51,Lunes,2023-09-11 14:00:00,53.17,30,158,20.4774,-97.0085,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,19.41,31.29,15.01
Tecomatlán,Cielo cubierto,6,Oeste,267.18,19.15,Lunes,2023-09-11 14:00:00,36.77,21,155,18.1110,-98.3144,Puebla,114, 0.00, 0.00, 8.65,26.33, 4.05
Tecomán,Poco nuboso,6,Sur,183.03,28.84,Lunes,2023-09-11 14:00:00,61.09,6,9,18.9105,-103.8735,Colima,114, 0.32, 0.00,25.11,32.77,15.50
Tecozautla,Despejado,6,Noreste,48.08,16.17,Lunes,2023-09-11 14:00:00,23.93,13,59,20.5339,-99.6349,Hidalgo,114, 0.00, 0.00,15.47,26.31,14.11
Tecpatán,Cielo nublado,6,Oeste,251.48,26.68,Lunes,2023-09-11 14:00:00,76.16,7,92,17.1365,-93.3112,Chiapas,114, 0.63,95.00,10.90,28.71, 5.49
Tecuala,Medio nublado,7,Oeste,261.77,27.93,Lunes,2023-09-11 14:00:00,66.09,18,16,22.3950,-105.4560,Nayarit,114, 0.10, 0.00,17.60,31.06,16.06
Tecámac,Poco nuboso,6,Este,108.31,12.81,Lunes,2023-09-11 14:00:00,21.64,15,81,19.7102,-98.9671,Estado de México,114, 0.00, 0.00,13.42,23.40, 9.29
Tehuacán,Cielo cubierto,6,Sureste,126.33,17.89,Lunes,2023-09-11 14:00:00,33.73,21,156,18.4622,-97.3920,Puebla,114, 0.03, 0.00,15.56,25.63,14.61
Tehuipango,Cielo cubierto,6,Este,76.31,19.31,Lunes,2023-09-11 14:00:00,50.29,30,159,18.5178,-97.0561,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,10.39,24.21, 8.09
Tehuitzingo,Cielo cubierto,6,Oeste,249.34,20.63,Lunes,2023-09-11 14:00:00,35.02,21,157,18.3317,-98.2761,Puebla,114, 0.00, 0.00,11.70,28.26, 7.30
Tejupilco,Cielo nublado,6,Suroeste,228.91,21.63,Lunes,2023-09-11 14:00:00,69.64,15,82,18.9057,-100.1534,Estado de México,114, 0.97, 0.00, 7.02,24.25, 5.80
Tekal de Venegas,Cielo nublado,6,Este,74.32,29.54,Lunes,2023-09-11 14:00:00,37.78,31,77,21.0141,-88.9470,Yucatán,114, 0.00,95.00,11.69,37.10,11.50
Tekantó,Cielo nublado,6,Este,93.15,29.87,Lunes,2023-09-11 14:00:00,35.67,31,78,21.0116,-89.1061,Yucatán,114, 0.00,95.00,10.37,37.92,10.35
Tekax,Cielo nublado,6,Este,78.44,28.62,Lunes,2023-09-11 14:00:00,35.52,31,79,20.2035,-89.2884,Yucatán,114, 0.01,95.00,12.03,36.62, 8.54
Tekit,Cielo nublado,6,Noreste,65.99,29.64,Lunes,2023-09-11 14:00:00,40.28,31,80,20.5335,-89.3331,Yucatán,114, 0.00,95.00, 8.52,36.70, 3.99
Tekom,Medio nublado,6,Noreste,65.00,29.57,Lunes,2023-09-11 14:00:00,37.92,31,81,20.6022,-88.2644,Yucatán,114, 0.00,95.00,11.28,37.11, 5.99
Telchac Pueblo,Cielo nublado,6,Noreste,38.05,29.12,Lunes,2023-09-11 14:00:00,51.32,31,82,21.2033,-89.2713,Yucatán,114, 0.10,95.00,18.00,34.27,15.11
Telchac Puerto,Cielo cubierto,6,Noreste,28.47,29.01,Lunes,2023-09-11 14:00:00,56.14,31,83,21.3430,-89.2642,Yucatán,114, 0.10,95.00,19.15,33.43,17.80
Teloloapan,Cielo cubierto,6,Suroeste,206.50,22.96,Lunes,2023-09-11 14:00:00,69.80,12,58,18.3718,-99.8696,Guerrero,114, 0.62, 0.00, 5.11,25.58, 4.62
Temamatla,Cielo cubierto,6,Oeste,265.10,13.77,Lunes,2023-09-11 14:00:00,37.71,15,83,19.2027,-98.8699,Estado de México,114, 0.11, 0.00,11.05,20.47, 8.09
Temascalapa,Despejado,6,Noreste,42.01,12.84,Lunes,2023-09-11 14:00:00,23.61,15,84,19.8278,-98.9009,Estado de México,114, 0.00, 0.00,14.34,22.81,13.31
Temascalcingo,Despejado,6,Noreste,49.74,14.63,Lunes,2023-09-11 14:00:00,33.36,15,85,19.9159,-100.0041,Estado de México,114, 0.00, 0.00,17.91,22.25,14.92
Temascaltepec,Cielo cubierto,6,Suroeste,207.85,14.34,Lunes,2023-09-11 14:00:00,65.98,15,86,19.0431,-100.0414,Estado de México,114, 1.00, 0.00,11.56,17.20, 9.40
Temax,Cielo nublado,6,Este,80.37,29.69,Lunes,2023-09-11 14:00:00,38.60,31,84,21.1518,-88.9386,Yucatán,114, 0.00,87.27,11.82,37.09, 9.38
Temixco,Cielo cubierto,6,Sur,187.34,18.09,Lunes,2023-09-11 14:00:00,56.45,17,18,18.8453,-99.2241,Morelos,114, 0.15, 0.00, 7.62,22.12, 7.12
Temoac,Cielo nublado,6,Suroeste,213.91,20.91,Lunes,2023-09-11 14:00:00,43.07,17,33,18.7723,-98.7780,Morelos,114, 0.02, 0.00,11.50,27.02,10.09
Temoaya,Poco nuboso,6,Noreste,48.19,13.08,Lunes,2023-09-11 14:00:00,30.30,15,87,19.4700,-99.5949,Estado de México,114, 0.03, 0.00,12.49,21.28,12.00
Temozón,Cielo nublado,6,Sureste,129.46,29.81,Lunes,2023-09-11 14:00:00,37.66,31,85,20.8037,-88.2012,Yucatán,114, 0.00,95.00, 9.78,37.43, 2.98
Tempoal,Poco nuboso,6,Este,77.93,28.45,Lunes,2023-09-11 14:00:00,26.93,30,161,21.5223,-98.3881,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,11.08,38.66,10.69
Temósachic,Medio nublado,7,Noroeste,310.82,19.19,Lunes,2023-09-11 14:00:00,39.98,8,63,28.9528,-107.8298,Chihuahua,114, 5.47, 0.00,40.70,26.14,21.68
Tenabo,Cielo nublado,6,Este,111.96,28.34,Lunes,2023-09-11 14:00:00,41.11,4,8,20.0397,-90.2258,Campeche,114, 0.03,95.00,13.91,35.25, 4.98
Tenamaxtlán,Despejado,6,Este,108.19,21.09,Lunes,2023-09-11 14:00:00,35.15,14,90,20.2186,-104.1603,Jalisco,114, 0.07, 0.00,12.91,28.73, 6.96
Tenampa,Medio nublado,6,Este,89.43,24.27,Lunes,2023-09-11 14:00:00,58.11,30,162,19.2486,-96.8849,Veracruz de Ignacio de la Llave,114, 0.05, 0.00, 7.83,28.27, 5.95
Tenampulco,Poco nuboso,6,Suroeste,231.30,24.28,Lunes,2023-09-11 14:00:00,51.03,21,158,20.1712,-97.4055,Puebla,114, 0.00, 0.00, 6.90,29.26, 5.59
Tenancingo,Cielo cubierto,6,Sureste,153.65,18.57,Lunes,2023-09-11 14:00:00,63.52,15,88,18.9618,-99.5938,Estado de México,114, 0.39, 0.00, 9.91,21.77, 8.69
Tenango de Doria,Despejado,6,Noreste,52.15,20.29,Lunes,2023-09-11 14:00:00,51.07,13,60,20.3381,-98.2267,Hidalgo,114, 0.00, 0.00,13.56,25.11,11.68
Tenango del Aire,Cielo cubierto,6,Suroeste,247.41,14.65,Lunes,2023-09-11 14:00:00,41.76,15,89,19.1570,-98.8613,Estado de México,114, 0.13, 0.00,10.95,20.67, 9.23
Tenango del Valle,Cielo cubierto,6,Sureste,144.55,16.23,Lunes,2023-09-11 14:00:00,56.62,15,90,19.1038,-99.5916,Estado de México,114, 0.40, 0.00,11.34,20.19,11.24
Tenejapa,Cielo nublado,6,Noreste,56.71,20.18,Lunes,2023-09-11 14:00:00,58.39,7,93,16.8190,-92.5065,Chiapas,114, 0.40,95.00,19.44,24.04,10.68
Tenochtitlán,Cielo nublado,6,Noreste,36.90,21.44,Lunes,2023-09-11 14:00:00,52.41,30,163,19.8101,-96.9164,Veracruz de Ignacio de la Llave,114, 0.28, 0.00,10.27,26.12, 7.81
Tenosique,Poco nuboso,6,Noreste,63.46,30.40,Lunes,2023-09-11 14:00:00,46.60,27,17,17.4775,-91.4259,Tabasco,114, 0.10,95.00,16.60,36.40, 9.03
Teocaltiche,Despejado,6,Este,98.96,18.04,Lunes,2023-09-11 14:00:00,22.72,14,91,21.4344,-102.5703,Jalisco,114, 0.00, 0.00,19.70,28.74, 6.85
Teocelo,Medio nublado,6,Este,97.28,22.75,Lunes,2023-09-11 14:00:00,57.57,30,164,19.3863,-96.9722,Veracruz de Ignacio de la Llave,114, 0.00, 0.00, 9.31,26.77, 6.97
Teococuilco de Marcos Pérez,Cielo cubierto,6,Noreste,26.42,17.86,Lunes,2023-09-11 14:00:00,63.41,20,544,17.3520,-96.6149,Oaxaca,114, 0.66, 0.00, 8.11,21.05, 6.78
Teocuitatlán de Corona,Despejado,6,Noreste,53.36,20.17,Lunes,2023-09-11 14:00:00,35.23,14,92,20.0933,-103.3800,Jalisco,114, 0.00, 0.00,13.08,27.73, 7.96
Teolocholco,Medio nublado,6,Sur,165.13,12.68,Lunes,2023-09-11 14:00:00,33.34,29,28,19.2444,-98.1924,Tlaxcala,114, 0.00, 0.00, 8.00,20.18, 6.47
Teoloyucan,Despejado,6,Suroeste,221.42,12.31,Lunes,2023-09-11 14:00:00,24.06,15,91,19.7454,-99.1830,Estado de México,114, 0.00, 0.00,13.03,22.10, 8.29
Teopantlán,Cielo cubierto,6,Sur,200.15,18.59,Lunes,2023-09-11 14:00:00,35.04,21,159,18.7133,-98.2624,Puebla,114, 0.00, 0.00,13.30,26.09,10.84
Teopisca,Cielo nublado,6,Sur,196.90,22.19,Lunes,2023-09-11 14:00:00,77.10,7,94,16.5415,-92.4726,Chiapas,114, 0.90,95.00,12.18,24.08, 5.68
Teotihuacán,Poco nuboso,6,Este,80.91,13.22,Lunes,2023-09-11 14:00:00,24.35,15,92,19.6855,-98.8686,Estado de México,114, 0.00, 0.00,13.74,22.99,12.53
Teotitlán de Flores Magón,Cielo cubierto,6,Este,94.18,20.00,Lunes,2023-09-11 14:00:00,39.26,20,545,18.1323,-97.0707,Oaxaca,114, 0.01, 0.00, 9.55,26.74, 8.56
Teotitlán del Valle,Cielo cubierto,6,Este,102.66,19.67,Lunes,2023-09-11 14:00:00,57.78,20,546,17.0296,-96.5189,Oaxaca,114, 0.82, 0.00, 6.92,23.58, 6.09
Teotlalco,Cielo cubierto,6,Sur,181.55,22.99,Lunes,2023-09-11 14:00:00,42.31,21,160,18.4696,-98.7783,Puebla,114, 0.00, 0.00, 5.39,29.32, 3.19
Teotongo,Cielo cubierto,6,Este,92.32,16.11,Lunes,2023-09-11 14:00:00,39.49,20,547,17.7263,-97.5367,Oaxaca,114, 0.10, 0.00,13.08,22.60,10.28
Tepache,Medio nublado,7,Suroeste,241.44,24.90,Lunes,2023-09-11 14:00:00,24.65,26,63,29.5344,-109.5324,Sonora,114, 0.00, 0.00,21.36,35.54,19.40
Tepakán,Cielo nublado,6,Este,70.99,29.74,Lunes,2023-09-11 14:00:00,37.11,31,86,21.0493,-89.0394,Yucatán,114, 0.00,91.25,11.81,37.46,11.46
Tepalcatepec,Poco nuboso,6,Sur,180.51,27.65,Lunes,2023-09-11 14:00:00,54.90,16,89,19.1914,-102.8437,Michoacán de Ocampo,114, 0.32, 0.00, 5.80,32.21, 4.14
Tepalcingo,Cielo cubierto,6,Suroeste,210.48,23.53,Lunes,2023-09-11 14:00:00,44.99,17,19,18.5947,-98.8444,Morelos,114, 0.00, 0.00, 7.21,29.43, 4.36
Tepanco de López,Cielo cubierto,6,Sureste,145.79,17.52,Lunes,2023-09-11 14:00:00,33.91,21,161,18.5551,-97.5615,Puebla,114, 0.02, 0.00,16.38,25.20,15.90
Tepango de Rodríguez,Despejado,6,Noreste,28.17,19.68,Lunes,2023-09-11 14:00:00,51.89,21,162,20.0028,-97.7963,Puebla,114, 0.00, 0.00,12.11,24.36, 8.69
Tepatitlán de Morelos,Despejado,6,Noreste,47.80,19.67,Lunes,2023-09-11 14:00:00,26.28,14,93,20.8175,-102.7572,Jalisco,114, 0.00, 0.00,18.67,29.39, 9.99
Tepatlaxco,Cielo nublado,6,Este,92.65,24.46,Lunes,2023-09-11 14:00:00,58.40,30,165,19.0673,-96.8420,Veracruz de Ignacio de la Llave,114, 0.05, 0.00, 8.21,28.43, 7.13
Tepatlaxco de Hidalgo,Poco nuboso,6,Sureste,118.15,12.45,Lunes,2023-09-11 14:00:00,34.40,21,163,19.0773,-97.9666,Puebla,114, 0.00, 0.00,10.12,19.72, 8.25
Tepeaca,Poco nuboso,6,Sur,170.10,15.09,Lunes,2023-09-11 14:00:00,33.29,21,164,18.9661,-97.9054,Puebla,114, 0.00, 0.00,10.66,22.75, 7.42
Tepeapulco,Poco nuboso,6,Noreste,47.18,12.39,Lunes,2023-09-11 14:00:00,31.84,13,61,19.7857,-98.5537,Hidalgo,114, 0.00, 0.00,15.53,20.20,13.39
Tepechitlán,Despejado,6,Noreste,55.19,17.42,Lunes,2023-09-11 14:00:00,28.42,32,45,21.6711,-103.3276,Zacatecas,114, 0.00, 0.00,16.71,26.39, 8.28
Tepecoacuilco de Trujano,Cielo nublado,6,Suroeste,221.53,23.98,Lunes,2023-09-11 14:00:00,49.57,12,59,18.2870,-99.4667,Guerrero,114, 0.05, 0.00, 6.10,29.17, 3.69
Tepehuacán de Guerrero,Despejado,6,Noreste,51.77,23.38,Lunes,2023-09-11 14:00:00,36.88,13,62,21.0141,-98.8437,Hidalgo,114, 0.00, 0.00,10.88,30.79,10.54
Tepehuanes,Poco nuboso,6,Noreste,51.78,15.98,Lunes,2023-09-11 14:00:00,21.10,10,35,25.3432,-105.7230,Durango,114, 0.73, 0.00,20.14,27.30,12.09
Tepeji del Río de Ocampo,Despejado,6,Sureste,127.97,13.12,Lunes,2023-09-11 14:00:00,27.81,13,63,19.9052,-99.3418,Hidalgo,114, 0.00, 0.00,14.82,21.95,11.32
Tepelmeme Villa de Morelos,Cielo cubierto,6,Este,90.68,17.95,Lunes,2023-09-11 14:00:00,39.20,20,548,17.8748,-97.3622,Oaxaca,114, 0.01, 0.00,10.65,24.62,10.31
Tepemaxalco,Cielo nublado,6,Sur,192.62,20.04,Lunes,2023-09-11 14:00:00,39.12,21,165,18.7356,-98.6291,Puebla,114, 0.00, 0.00,11.42,26.81,10.17
Tepeojuma,Cielo nublado,6,Sur,189.52,18.85,Lunes,2023-09-11 14:00:00,36.76,21,166,18.7224,-98.4503,Puebla,114, 0.00, 0.00,13.37,26.02,11.41
Tepetitla de Lardizábal,Cielo cubierto,6,Sur,163.31,12.41,Lunes,2023-09-11 14:00:00,31.72,29,19,19.2675,-98.3820,Tlaxcala,114, 0.06, 0.00, 8.38,20.25, 6.87
Tepetitlán,Despejado,6,Noreste,47.54,14.22,Lunes,2023-09-11 14:00:00,24.34,13,64,20.1869,-99.3804,Hidalgo,114, 0.00, 0.00,18.77,24.09,18.72
Tepetlaoxtoc,Cielo nublado,6,Noreste,60.11,12.64,Lunes,2023-09-11 14:00:00,27.82,15,93,19.5734,-98.8197,Estado de México,114, 0.03, 0.00,14.68,21.43,13.79
Tepetlixpa,Cielo cubierto,6,Sur,201.85,16.44,Lunes,2023-09-11 14:00:00,52.57,15,94,19.0295,-98.8197,Estado de México,114, 0.16, 0.00,11.84,20.91,10.63
